donor_id,last_donation_date,frequency,monetary,recency,average_donation,donation_frequency_band
102415,2016-09-26,7,231.89,56,33.13,Regular
102416,2016-08-31,6,179.59,82,29.93,Regular
102417,2016-06-26,6,176.97,148,29.5,Regular
102418,2016-10-27,7,208.85,25,29.84,Regular
102419,2016-02-14,4,61.32,281,15.33,Regular
102420,2016-10-28,6,364.9,24,60.82,Regular
102421,2016-05-11,6,196.17,194,32.7,Regular
102422,2016-03-18,4,149.89,248,37.47,Regular
102423,2014-08-02,2,88.48,842,44.24,Occasional
102424,2015-10-15,5,236.49,403,47.3,Regular
102425,2016-10-18,9,243.81,34,27.09,Regular
102426,2016-09-17,7,227.69,65,32.53,Regular
102427,2016-10-09,9,231.04,43,25.67,Regular
102428,2016-06-15,5,153.1,159,30.62,Regular
102429,2016-04-02,9,307.02,233,34.11,Regular
102430,2016-02-19,3,83.19,276,27.73,Occasional
102431,2015-12-05,9,242.31,352,26.92,Regular
102432,2016-09-04,7,332.4,78,47.49,Regular
102433,2016-04-08,7,215.83,227,30.83,Regular
102434,2016-04-11,8,198.91,224,24.86,Regular
102435,2016-02-16,4,111.22,279,27.81,Regular
102436,2016-05-15,4,109.76,190,27.44,Regular
102437,2016-08-08,9,283.41,105,31.49,Regular
102438,2016-10-08,6,220.88,44,36.81,Regular
102439,2016-04-01,4,203.73,234,50.93,Regular
102440,2016-06-15,4,72.3,159,18.08,Regular
102441,2016-09-13,5,168.72,69,33.74,Regular
102442,2016-09-25,6,153.18,57,25.53,Regular
102443,2016-06-06,7,237.59,168,33.94,Regular
102444,2015-03-05,2,47.43,627,23.72,Occasional
102445,2016-08-06,4,143.07,107,35.77,Regular
102446,2016-04-30,8,299.36,205,37.42,Regular
102447,2016-02-19,9,291.36,276,32.37,Regular
102448,2016-09-26,7,297.34,56,42.48,Regular
102449,2016-06-08,9,295.75,166,32.86,Regular
102450,2015-11-21,4,118.55,366,29.64,Regular
102451,2016-08-05,7,214.29,108,30.61,Regular
102452,2016-06-24,11,377.36,150,34.31,Frequent
102453,2016-05-06,6,207.89,199,34.65,Regular
102454,2016-01-17,5,152.08,309,30.42,Regular
102455,2015-11-16,4,166.38,371,41.6,Regular
102456,2016-06-11,5,133.45,163,26.69,Regular
102457,2016-04-22,2,122.4,213,61.2,Occasional
102458,2016-02-25,8,204.85,270,25.61,Regular
102459,2016-06-04,4,75.42,170,18.86,Regular
102460,2016-09-04,4,238.36,78,59.59,Regular
102461,2015-12-21,6,141.42,336,23.57,Regular
102462,2016-09-09,7,243.65,73,34.81,Regular
102463,2015-12-27,6,136.21,330,22.7,Regular
102464,2016-05-18,7,299.54,187,42.79,Regular
102465,2016-08-31,6,167.95,82,27.99,Regular
102466,2016-01-17,9,336.65,309,37.41,Regular
102467,2015-04-05,1,85.48,596,85.48,One-time
102468,2016-11-13,5,174.87,8,34.97,Regular
102469,2015-09-04,5,144.46,444,28.89,Regular
102470,2016-07-06,9,187.13,138,20.79,Regular
102471,2016-11-10,5,94.35,11,18.87,Regular
102472,2016-06-02,6,308.85,172,51.47,Regular
102473,2016-11-09,5,140.65,12,28.13,Regular
102474,2016-10-28,6,180.14,24,30.02,Regular
102475,2016-05-30,6,224.9,175,37.48,Regular
102476,2016-03-27,5,245.65,239,49.13,Regular
102477,2016-10-02,8,212.31,50,26.54,Regular
102478,2016-10-18,8,210.79,34,26.35,Regular
102479,2016-09-06,9,303.92,76,33.77,Regular
102480,2016-10-20,4,136.86,32,34.22,Regular
102481,2016-04-15,9,351.85,220,39.09,Regular
102482,2016-10-18,8,476.62,34,59.58,Regular
102483,2016-08-11,4,108.21,102,27.05,Regular
102484,2016-08-03,9,266.41,110,29.6,Regular
102485,2016-04-07,8,206.06,228,25.76,Regular
102486,2016-09-02,5,170.41,80,34.08,Regular
102487,2015-03-16,1,39.49,616,39.49,One-time
102488,2015-01-07,2,99.41,684,49.7,Occasional
102489,2016-11-01,6,249.7,20,41.62,Regular
102490,2016-10-31,8,479.43,21,59.93,Regular
102491,2016-08-26,4,128.55,87,32.14,Regular
102492,2016-02-27,10,385.08,268,38.51,Regular
102493,2016-10-17,2,56.65,35,28.32,Occasional
102494,2016-08-08,10,388.67,105,38.87,Regular
102495,2016-02-28,3,176.03,267,58.68,Occasional
102496,2016-08-31,5,167.44,82,33.49,Regular
102497,2014-09-03,2,47.78,810,23.89,Occasional
102498,2016-06-25,5,299.03,149,59.81,Regular
102499,2016-06-12,7,287.58,162,41.08,Regular
102500,2014-08-21,2,22.38,823,11.19,Occasional
102501,2016-09-12,6,175.24,70,29.21,Regular
102502,2016-06-01,8,350.58,173,43.82,Regular
102503,2016-09-14,4,97.12,68,24.28,Regular
102504,2016-02-13,5,117.69,282,23.54,Regular
102505,2016-04-14,5,251.3,221,50.26,Regular
102506,2016-04-15,3,273.37,220,91.12,Occasional
102507,2015-10-27,4,273.45,391,68.36,Regular
102508,2016-07-18,6,146.28,126,24.38,Regular
102509,2016-07-29,10,273.42,115,27.34,Regular
102510,2016-11-01,8,219.59,20,27.45,Regular
102511,2016-11-16,11,316.51,5,28.77,Frequent
102512,2016-10-26,2,121.47,26,60.74,Occasional
102513,2015-08-29,7,230.11,450,32.87,Regular
102514,2016-03-09,9,287.22,257,31.91,Regular
102515,2016-07-07,8,354.95,137,44.37,Regular
102516,2016-11-06,4,146.48,15,36.62,Regular
102517,2016-11-19,11,317.23,2,28.84,Frequent
102518,2015-11-22,5,235.57,365,47.11,Regular
102519,2016-03-28,4,107.35,238,26.84,Regular
102520,2016-10-28,7,144.95,24,20.71,Regular
102521,2016-06-18,5,189.07,156,37.81,Regular
102522,2016-07-30,9,377.89,114,41.99,Regular
102523,2016-10-28,2,66.76,24,33.38,Occasional
102524,2016-01-24,4,204.14,302,51.04,Regular
102525,2016-05-28,5,209.92,177,41.98,Regular
102526,2015-08-10,8,156.04,469,19.5,Regular
102527,2016-11-12,7,317.57,9,45.37,Regular
102528,2016-10-01,7,245.11,51,35.02,Regular
102529,2016-09-03,7,241.7,79,34.53,Regular
102530,2016-03-21,6,261.25,245,43.54,Regular
102531,2016-11-15,3,81.13,6,27.04,Occasional
102532,2016-08-18,4,105.82,95,26.46,Regular
102533,2016-07-02,8,259.15,142,32.39,Regular
102534,2016-08-27,4,98.43,86,24.61,Regular
102535,2015-08-28,6,131.1,451,21.85,Regular
102536,2016-10-04,7,153.47,48,21.92,Regular
102537,2015-09-15,4,58.28,433,14.57,Regular
102538,2016-05-27,3,121.08,178,40.36,Occasional
102539,2014-11-24,2,93.35,728,46.68,Occasional
102540,2015-06-21,5,148.44,519,29.69,Regular
102541,2016-05-03,8,339.76,202,42.47,Regular
102542,2016-02-18,6,179.31,277,29.88,Regular
102543,2016-02-17,4,106.68,278,26.67,Regular
102544,2016-06-29,5,235.99,145,47.2,Regular
102545,2016-05-10,3,110.19,195,36.73,Occasional
102546,2016-06-16,6,202.27,158,33.71,Regular
102547,2016-11-03,8,274.73,18,34.34,Regular
102548,2016-09-01,12,374.85,81,31.24,Frequent
102549,2016-09-21,4,94.64,61,23.66,Regular
102550,2016-09-20,9,290.74,62,32.3,Regular
102551,2016-02-10,5,126.18,285,25.24,Regular
102552,2016-03-01,6,105.24,265,17.54,Regular
102553,2016-10-18,7,267.05,34,38.15,Regular
102554,2016-09-20,5,160.22,62,32.04,Regular
102555,2016-07-04,5,308.59,140,61.72,Regular
102556,2016-08-02,6,152.3,111,25.38,Regular
102557,2016-10-21,5,288.74,31,57.75,Regular
102558,2016-09-30,5,144.93,52,28.99,Regular
102559,2016-09-17,6,279.27,65,46.54,Regular
102560,2016-01-30,5,170.53,296,34.11,Regular
102561,2016-03-07,2,20.55,259,10.28,Occasional
102562,2016-11-05,6,210.0,16,35.0,Regular
102563,2016-07-31,10,373.8,113,37.38,Regular
102564,2015-04-27,3,78.5,574,26.17,Occasional
102565,2016-09-25,7,298.78,57,42.68,Regular
102566,2016-10-17,3,74.88,35,24.96,Occasional
102567,2016-07-31,8,149.81,113,18.73,Regular
102568,2016-09-11,7,426.72,71,60.96,Regular
102569,2016-10-03,6,249.84,49,41.64,Regular
102570,2015-01-18,2,44.48,673,22.24,Occasional
102571,2016-02-18,3,164.79,277,54.93,Occasional
102572,2015-01-03,3,89.31,688,29.77,Occasional
102573,2016-05-30,5,88.97,175,17.79,Regular
102574,2016-06-20,8,219.58,154,27.45,Regular
102575,2016-03-23,3,82.39,243,27.46,Occasional
102576,2016-08-03,4,74.71,110,18.68,Regular
102577,2016-09-02,10,590.44,80,59.04,Regular
102578,2016-08-29,6,112.76,84,18.79,Regular
102579,2016-08-31,8,358.8,82,44.85,Regular
102580,2016-08-09,6,379.08,104,63.18,Regular
102581,2015-12-23,5,354.63,334,70.93,Regular
102582,2016-04-09,5,232.8,226,46.56,Regular
102583,2015-12-27,2,56.02,330,28.01,Occasional
102584,2016-07-04,4,130.86,140,32.72,Regular
102585,2016-10-06,6,181.27,46,30.21,Regular
102586,2016-04-05,6,262.63,230,43.77,Regular
102587,2015-10-25,4,66.97,393,16.74,Regular
102588,2016-05-29,3,86.7,176,28.9,Occasional
102589,2016-10-03,6,265.88,49,44.31,Regular
102590,2016-08-25,5,222.54,88,44.51,Regular
102591,2016-09-18,13,445.72,64,34.29,Frequent
102592,2016-01-21,10,385.03,305,38.5,Regular
102593,2016-06-21,5,179.46,153,35.89,Regular
102594,2016-10-29,2,107.12,23,53.56,Occasional
102595,2016-08-13,7,150.08,100,21.44,Regular
102596,2016-11-18,2,150.48,3,75.24,Occasional
102597,2016-04-14,6,223.07,221,37.18,Regular
102598,2016-03-18,7,255.25,248,36.46,Regular
102599,2016-10-14,5,162.46,38,32.49,Regular
102600,2016-06-13,7,293.19,161,41.88,Regular
102601,2016-08-24,9,302.23,89,33.58,Regular
102602,2016-10-08,5,139.09,44,27.82,Regular
102603,2016-08-03,4,170.33,110,42.58,Regular
102604,2016-05-12,5,134.39,193,26.88,Regular
102605,2016-04-09,10,427.85,226,42.78,Regular
102606,2016-09-18,5,177.32,64,35.46,Regular
102607,2016-08-09,7,344.56,104,49.22,Regular
102608,2016-07-14,6,203.64,130,33.94,Regular
102609,2016-01-13,6,212.62,313,35.44,Regular
102610,2016-05-13,8,390.36,192,48.8,Regular
102611,2016-03-26,8,226.16,240,28.27,Regular
102612,2016-10-15,6,133.53,37,22.26,Regular
102613,2016-05-31,7,194.67,174,27.81,Regular
102614,2016-07-23,6,157.67,121,26.28,Regular
102615,2016-04-04,3,123.48,231,41.16,Occasional
102616,2016-11-11,4,63.42,10,15.86,Regular
102617,2015-02-03,7,215.02,657,30.72,Regular
102618,2016-06-02,6,198.52,172,33.09,Regular
102619,2016-04-10,7,253.62,225,36.23,Regular
102620,2016-10-28,9,432.99,24,48.11,Regular
102621,2016-08-03,8,314.39,110,39.3,Regular
102622,2016-05-18,4,308.59,187,77.15,Regular
102623,2016-11-01,3,83.21,20,27.74,Occasional
102624,2016-11-19,6,186.99,2,31.17,Regular
102625,2016-07-18,7,316.9,126,45.27,Regular
102626,2016-07-18,7,174.69,126,24.96,Regular
102627,2016-03-10,7,177.77,256,25.4,Regular
102628,2016-06-11,3,85.53,163,28.51,Occasional
102629,2016-09-06,5,116.22,76,23.24,Regular
102630,2016-09-03,8,487.59,79,60.95,Regular
102631,2016-06-08,5,117.35,166,23.47,Regular
102632,2016-09-15,7,204.52,67,29.22,Regular
102633,2016-04-29,6,398.43,206,66.4,Regular
102634,2015-12-16,4,148.65,341,37.16,Regular
102635,2015-08-26,8,231.53,453,28.94,Regular
102636,2016-05-30,4,97.64,175,24.41,Regular
102637,2015-10-07,5,123.53,411,24.71,Regular
102638,2016-08-26,5,185.95,87,37.19,Regular
102639,2016-06-20,7,300.32,154,42.9,Regular
102640,2016-09-19,4,104.29,63,26.07,Regular
102641,2016-09-12,11,363.67,70,33.06,Frequent
102642,2016-09-19,11,451.28,63,41.03,Frequent
102643,2016-06-10,4,169.13,164,42.28,Regular
102644,2016-11-12,11,322.3,9,29.3,Frequent
102645,2016-02-11,4,112.84,284,28.21,Regular
102646,2016-10-22,7,242.18,30,34.6,Regular
102647,2016-11-17,11,397.1,4,36.1,Frequent
102648,2016-10-22,8,238.9,30,29.86,Regular
102649,2016-04-25,6,189.86,210,31.64,Regular
102650,2016-03-11,3,109.51,255,36.5,Occasional
102651,2016-01-22,4,237.57,304,59.39,Regular
102652,2015-08-09,3,168.46,470,56.15,Occasional
102653,2016-06-09,9,294.54,165,32.73,Regular
102654,2016-09-14,7,230.89,68,32.98,Regular
102655,2015-09-15,5,185.19,433,37.04,Regular
102656,2016-10-10,6,124.02,42,20.67,Regular
102657,2016-07-28,8,521.67,116,65.21,Regular
102658,2016-03-25,4,145.31,241,36.33,Regular
102659,2015-10-27,4,169.02,391,42.26,Regular
102660,2016-10-05,6,184.61,47,30.77,Regular
102661,2016-10-23,8,184.61,29,23.08,Regular
102662,2016-04-20,6,208.84,215,34.81,Regular
102663,2016-01-31,7,170.27,295,24.32,Regular
102664,2016-09-05,9,208.22,77,23.14,Regular
102665,2016-09-14,8,278.26,68,34.78,Regular
102666,2016-02-06,5,120.87,289,24.17,Regular
102667,2016-05-09,4,181.13,196,45.28,Regular
102668,2016-08-03,14,475.31,110,33.95,Frequent
102669,2016-09-29,7,327.53,53,46.79,Regular
102670,2016-01-30,2,152.23,296,76.12,Occasional
102671,2016-10-07,10,289.52,45,28.95,Regular
102672,2016-01-28,4,113.97,298,28.49,Regular
102673,2016-07-24,10,559.87,120,55.99,Regular
102674,2016-11-01,5,235.69,20,47.14,Regular
102675,2016-07-19,8,322.6,125,40.33,Regular
102676,2015-12-27,5,122.63,330,24.53,Regular
102677,2015-10-14,2,24.89,404,12.44,Occasional
102678,2016-06-19,4,154.37,155,38.59,Regular
102679,2016-09-04,6,118.85,78,19.81,Regular
102680,2016-10-28,5,145.02,24,29.0,Regular
102681,2016-09-18,5,180.63,64,36.13,Regular
102682,2016-08-29,11,391.23,84,35.57,Frequent
102683,2016-08-01,8,293.46,112,36.68,Regular
102684,2016-06-27,3,142.37,147,47.46,Occasional
102685,2016-09-11,11,425.89,71,38.72,Frequent
102686,2016-10-20,9,208.23,32,23.14,Regular
102687,2016-05-15,8,255.61,190,31.95,Regular
102688,2016-10-20,9,302.55,32,33.62,Regular
102689,2016-05-04,8,432.56,201,54.07,Regular
102690,2014-07-26,1,12.42,849,12.42,One-time
102691,2016-10-15,5,157.23,37,31.45,Regular
102692,2016-09-14,4,79.48,68,19.87,Regular
102693,2015-10-12,6,245.59,406,40.93,Regular
102694,2016-07-17,8,365.2,127,45.65,Regular
102695,2016-11-15,9,269.43,6,29.94,Regular
102696,2016-09-07,9,201.29,75,22.37,Regular
102697,2016-09-27,8,322.94,55,40.37,Regular
102698,2015-12-21,6,175.23,336,29.2,Regular
102699,2016-02-13,3,92.3,282,30.77,Occasional
102700,2016-02-22,15,688.51,273,45.9,Frequent
102701,2016-05-19,6,218.56,186,36.43,Regular
102702,2016-11-08,5,212.43,13,42.49,Regular
102703,2016-10-28,10,370.02,24,37.0,Regular
102704,2016-07-28,7,232.18,116,33.17,Regular
102705,2016-10-03,7,347.95,49,49.71,Regular
102706,2016-10-24,9,344.54,28,38.28,Regular
102707,2016-07-20,9,248.61,124,27.62,Regular
102708,2016-09-08,6,337.97,74,56.33,Regular
102709,2016-09-30,1,18.21,52,18.21,One-time
102710,2016-09-10,5,177.18,72,35.44,Regular
102711,,0,0.0,1054,0.0,No Donation
102712,2015-08-03,6,173.63,476,28.94,Regular
102713,2016-11-10,4,198.11,11,49.53,Regular
102714,2016-08-06,6,280.17,107,46.7,Regular
102715,2016-06-09,6,210.78,165,35.13,Regular
102716,2016-10-16,7,264.06,36,37.72,Regular
102717,2016-10-19,6,227.08,33,37.85,Regular
102718,2016-09-27,3,104.21,55,34.74,Occasional
102719,2016-08-25,6,145.57,88,24.26,Regular
102720,2016-10-02,8,606.37,50,75.8,Regular
102721,2016-07-19,5,220.87,125,44.17,Regular
102722,2016-08-28,6,280.85,85,46.81,Regular
102723,2016-10-02,8,244.51,50,30.56,Regular
102724,2016-05-28,5,348.71,177,69.74,Regular
102725,2016-06-28,13,660.09,146,50.78,Frequent
102726,2015-12-08,7,231.95,349,33.14,Regular
102727,2016-08-05,5,153.85,108,30.77,Regular
102728,2016-04-25,6,212.12,210,35.35,Regular
102729,2015-07-02,2,123.87,508,61.94,Occasional
102730,2016-09-19,8,264.92,63,33.12,Regular
102731,2016-06-23,6,180.29,151,30.05,Regular
102732,2016-07-18,6,208.63,126,34.77,Regular
102733,2016-07-25,7,328.41,119,46.92,Regular
102734,2015-07-06,7,232.44,504,33.21,Regular
102735,2016-09-13,5,143.02,69,28.6,Regular
102736,2016-09-03,5,129.33,79,25.87,Regular
102737,2015-11-19,8,281.05,368,35.13,Regular
102738,2015-09-19,4,80.02,429,20.0,Regular
102739,2016-08-15,5,137.27,98,27.45,Regular
102740,2016-03-28,4,120.56,238,30.14,Regular
102741,2016-11-02,6,174.58,19,29.1,Regular
102742,2016-06-12,4,137.68,162,34.42,Regular
102743,2016-08-02,6,167.69,111,27.95,Regular
102744,2016-09-01,4,100.25,81,25.06,Regular
102745,2015-02-08,1,38.39,652,38.39,One-time
102746,2016-03-06,3,79.49,260,26.5,Occasional
102747,2015-07-13,5,203.92,497,40.78,Regular
102748,2015-10-24,4,93.44,394,23.36,Regular
102749,2016-03-14,3,103.72,252,34.57,Occasional
102750,2015-10-26,2,217.21,392,108.6,Occasional
102751,2016-05-16,7,204.1,189,29.16,Regular
102752,2016-08-21,8,257.9,92,32.24,Regular
102753,2016-11-17,8,520.28,4,65.04,Regular
102754,2016-10-27,5,132.81,25,26.56,Regular
102755,2015-08-03,6,177.75,476,29.62,Regular
102756,2016-11-05,15,588.4,16,39.23,Frequent
102757,2016-08-28,4,196.73,85,49.18,Regular
102758,2016-10-02,7,236.02,50,33.72,Regular
102759,2016-01-14,6,236.93,312,39.49,Regular
102760,2016-03-31,4,132.86,235,33.22,Regular
102761,2016-11-19,5,198.7,2,39.74,Regular
102762,2016-10-19,9,247.19,33,27.47,Regular
102763,2015-10-04,5,122.7,414,24.54,Regular
102764,2016-11-02,6,122.96,19,20.49,Regular
102765,2016-08-21,8,170.74,92,21.34,Regular
102766,2016-11-18,7,204.22,3,29.17,Regular
102767,2015-12-29,3,96.21,328,32.07,Occasional
102768,2015-05-03,1,23.79,568,23.79,One-time
102769,2016-05-26,6,170.2,179,28.37,Regular
102770,2016-04-09,6,352.19,226,58.7,Regular
102771,2016-10-31,3,61.51,21,20.5,Occasional
102772,2016-09-28,4,104.67,54,26.17,Regular
102773,2016-02-11,6,167.03,284,27.84,Regular
102774,2016-05-19,4,126.14,186,31.54,Regular
102775,2015-11-19,8,215.71,368,26.96,Regular
102776,2016-07-17,5,199.61,127,39.92,Regular
102777,2016-11-04,9,267.07,17,29.67,Regular
102778,2015-10-12,3,101.44,406,33.81,Occasional
102779,2016-08-03,8,144.08,110,18.01,Regular
102780,2016-08-19,7,216.28,94,30.9,Regular
102781,2016-10-25,4,104.51,27,26.13,Regular
102782,2016-11-13,5,103.46,8,20.69,Regular
102783,2016-10-03,8,208.51,49,26.06,Regular
102784,2016-05-26,3,216.4,179,72.13,Occasional
102785,2016-02-01,6,182.8,294,30.47,Regular
102786,2016-08-04,7,253.84,109,36.26,Regular
102787,2016-07-23,6,258.15,121,43.03,Regular
102788,2016-10-20,13,381.81,32,29.37,Frequent
102789,2016-01-06,9,383.29,320,42.59,Regular
102790,2016-07-08,8,267.02,136,33.38,Regular
102791,2016-10-31,8,278.88,21,34.86,Regular
102792,2016-07-11,5,76.76,133,15.35,Regular
102793,2016-06-26,9,434.78,148,48.31,Regular
102794,2016-08-01,6,111.81,112,18.64,Regular
102795,2016-04-23,3,35.31,212,11.77,Occasional
102796,2016-09-10,6,144.55,72,24.09,Regular
102797,2016-09-14,9,178.38,68,19.82,Regular
102798,2016-01-31,5,244.9,295,48.98,Regular
102799,2016-11-15,9,205.27,6,22.81,Regular
102800,2016-07-12,12,426.74,132,35.56,Frequent
102801,2015-11-05,6,133.23,382,22.2,Regular
102802,2016-08-23,4,106.78,90,26.7,Regular
102803,2016-10-22,4,83.3,30,20.82,Regular
102804,2016-06-07,2,67.85,167,33.92,Occasional
102805,2016-10-08,7,138.04,44,19.72,Regular
102806,2015-12-22,6,200.58,335,33.43,Regular
102807,2016-11-05,10,224.22,16,22.42,Regular
102808,2015-03-07,2,80.05,625,40.02,Occasional
102809,2016-07-10,4,118.03,134,29.51,Regular
102810,2016-06-10,3,68.85,164,22.95,Occasional
102811,2016-07-16,9,238.83,128,26.54,Regular
102812,2016-09-19,5,141.07,63,28.21,Regular
102813,2016-07-19,4,128.82,125,32.2,Regular
102814,2016-11-12,7,415.18,9,59.31,Regular
102815,2016-11-19,6,244.1,2,40.68,Regular
102816,2016-09-03,4,159.26,79,39.82,Regular
102817,2016-02-12,5,182.73,283,36.55,Regular
102818,2016-07-04,3,92.41,140,30.8,Occasional
102819,2016-04-25,4,205.85,210,51.46,Regular
102820,2016-08-16,7,440.84,97,62.98,Regular
102821,2016-06-27,7,280.57,147,40.08,Regular
102822,2016-02-27,6,322.56,268,53.76,Regular
102823,2014-08-06,2,56.21,838,28.1,Occasional
102824,2016-10-06,9,276.74,46,30.75,Regular
102825,2016-06-19,5,165.82,155,33.16,Regular
102826,2016-09-10,4,164.68,72,41.17,Regular
102827,2016-09-04,5,189.18,78,37.84,Regular
102828,2015-09-16,4,156.92,432,39.23,Regular
102829,2016-09-18,6,200.23,64,33.37,Regular
102830,2015-08-02,2,64.45,477,32.22,Occasional
102831,2016-10-31,8,193.59,21,24.2,Regular
102832,2016-10-12,11,340.99,40,31.0,Frequent
102833,2015-12-23,2,45.23,334,22.62,Occasional
102834,2016-05-28,9,378.31,177,42.03,Regular
102835,2016-01-11,4,242.01,315,60.5,Regular
102836,2016-11-12,14,516.48,9,36.89,Frequent
102837,2016-10-25,7,141.23,27,20.18,Regular
102838,2015-04-25,2,27.13,576,13.57,Occasional
102839,2016-06-06,4,65.63,168,16.41,Regular
102840,2016-06-16,6,153.21,158,25.53,Regular
102841,2016-02-27,4,203.64,268,50.91,Regular
102842,2016-11-06,10,411.47,15,41.15,Regular
102843,2016-10-20,5,102.64,32,20.53,Regular
102844,2016-10-04,5,89.11,48,17.82,Regular
102845,2016-02-06,2,146.06,289,73.03,Occasional
102846,2015-09-12,5,181.14,436,36.23,Regular
102847,2016-09-05,6,234.47,77,39.08,Regular
102848,2016-07-17,5,80.86,127,16.17,Regular
102849,2016-05-10,6,298.38,195,49.73,Regular
102850,2015-10-27,3,112.51,391,37.5,Occasional
102851,2016-04-15,5,404.4,220,80.88,Regular
102852,2014-12-31,3,58.35,691,19.45,Occasional
102853,2015-12-14,4,229.55,343,57.39,Regular
102854,2016-10-06,5,217.22,46,43.44,Regular
102855,2016-10-09,7,169.8,43,24.26,Regular
102856,2016-09-09,6,212.13,73,35.35,Regular
102857,2015-12-23,4,156.66,334,39.16,Regular
102858,2016-08-11,3,67.03,102,22.34,Occasional
102859,2016-07-09,6,304.34,135,50.72,Regular
102860,2016-05-27,3,137.57,178,45.86,Occasional
102861,2015-05-21,1,12.86,550,12.86,One-time
102862,2016-09-22,8,372.67,60,46.58,Regular
102863,2015-03-28,6,197.16,604,32.86,Regular
102864,2016-11-03,6,219.8,18,36.63,Regular
102865,2015-07-11,2,61.74,499,30.87,Occasional
102866,2016-06-21,4,153.12,153,38.28,Regular
102867,2016-09-25,5,225.1,57,45.02,Regular
102868,2016-01-10,6,114.43,316,19.07,Regular
102869,2016-06-13,5,216.84,161,43.37,Regular
102870,2016-07-14,4,110.15,130,27.54,Regular
102871,2016-10-18,3,95.08,34,31.69,Occasional
102872,2016-04-16,3,128.54,219,42.85,Occasional
102873,2016-10-02,7,224.61,50,32.09,Regular
102874,2016-09-15,4,144.59,67,36.15,Regular
102875,2016-05-27,7,277.39,178,39.63,Regular
102876,2015-01-05,3,64.06,686,21.35,Occasional
102877,2016-09-25,4,146.51,57,36.63,Regular
102878,2016-03-13,5,210.39,253,42.08,Regular
102879,2016-10-23,6,217.76,29,36.29,Regular
102880,2015-10-13,2,44.05,405,22.02,Occasional
102881,2016-10-03,6,213.84,49,35.64,Regular
102882,2016-06-08,5,170.71,166,34.14,Regular
102883,2016-11-11,6,191.98,10,32.0,Regular
102884,2016-09-20,11,526.26,62,47.84,Frequent
102885,2016-03-31,4,93.94,235,23.48,Regular
102886,2016-10-14,8,293.12,38,36.64,Regular
102887,2016-06-13,4,182.38,161,45.6,Regular
102888,2016-09-15,6,213.49,67,35.58,Regular
102889,2016-09-30,4,142.35,52,35.59,Regular
102890,2016-07-31,7,279.62,113,39.95,Regular
102891,2016-10-27,10,231.95,25,23.2,Regular
102892,2016-06-28,2,78.33,146,39.16,Occasional
102893,2016-07-28,2,36.51,116,18.26,Occasional
102894,2016-08-14,6,338.39,99,56.4,Regular
102895,2016-04-27,6,241.36,208,40.23,Regular
102896,2015-11-04,3,69.09,383,23.03,Occasional
102897,2015-05-22,3,49.81,549,16.6,Occasional
102898,2016-11-01,6,123.63,20,20.6,Regular
102899,2016-08-31,3,49.16,82,16.39,Occasional
102900,2016-07-05,4,204.36,139,51.09,Regular
102901,2015-07-14,3,82.03,496,27.34,Occasional
102902,2016-11-04,5,136.35,17,27.27,Regular
102903,2016-03-24,7,297.43,242,42.49,Regular
102904,2016-11-11,6,263.53,10,43.92,Regular
102905,2016-06-02,5,173.52,172,34.7,Regular
102906,2014-11-26,9,255.77,726,28.42,Regular
102907,2016-09-25,3,45.76,57,15.25,Occasional
102908,2015-09-06,5,232.38,442,46.48,Regular
102909,2016-10-08,7,215.07,44,30.72,Regular
102910,2016-05-25,5,200.57,180,40.11,Regular
102911,2016-09-21,3,121.4,61,40.47,Occasional
102912,2016-05-02,8,355.6,203,44.45,Regular
102913,2016-10-08,6,324.08,44,54.01,Regular
102914,2016-04-08,7,424.56,227,60.65,Regular
102915,2016-10-13,8,269.76,39,33.72,Regular
102916,2016-11-10,3,100.53,11,33.51,Occasional
102917,2015-07-24,3,47.88,486,15.96,Occasional
102918,2016-08-27,4,103.29,86,25.82,Regular
102919,2016-09-25,7,256.16,57,36.59,Regular
102920,2016-07-23,4,135.23,121,33.81,Regular
102921,2016-02-24,3,195.94,271,65.31,Occasional
102922,2016-07-28,4,114.48,116,28.62,Regular
102923,2016-04-17,4,258.93,218,64.73,Regular
102924,2016-05-11,5,211.21,194,42.24,Regular
102925,2016-09-04,8,274.78,78,34.35,Regular
102926,2016-11-18,6,275.55,3,45.92,Regular
102927,2016-07-11,7,220.98,133,31.57,Regular
102928,2016-11-08,9,284.46,13,31.61,Regular
102929,2016-06-07,3,66.78,167,22.26,Occasional
102930,2016-09-18,10,211.1,64,21.11,Regular
102931,2016-09-28,6,93.71,54,15.62,Regular
102932,2016-09-15,8,275.64,67,34.46,Regular
102933,2016-10-06,8,323.21,46,40.4,Regular
102934,2016-10-11,5,115.03,41,23.01,Regular
102935,2016-05-03,4,156.32,202,39.08,Regular
102936,2016-11-12,7,299.14,9,42.73,Regular
102937,2016-02-12,3,27.3,283,9.1,Occasional
102938,2016-11-08,10,267.63,13,26.76,Regular
102939,2015-01-09,3,155.44,682,51.81,Occasional
102940,2016-02-15,2,16.03,280,8.02,Occasional
102941,2016-11-11,3,103.92,10,34.64,Occasional
102942,2016-06-08,7,337.16,166,48.17,Regular
102943,2016-08-07,7,275.02,106,39.29,Regular
102944,2016-11-08,5,269.75,13,53.95,Regular
102945,2015-11-24,6,163.05,363,27.18,Regular
102946,2016-03-25,5,199.79,241,39.96,Regular
102947,2016-08-21,3,71.41,92,23.8,Occasional
