donor_id,donor_age,donor_gender,donor_country,donor_type,registration_date,last_donation_date,frequency,monetary,average_donation,recency,r_score,f_score,m_score,rfm_score,recency_log,frequency_log,monetary_log,cluster_id,segment_name,segment_color,engagement_strategy
102332,63,Male,Philippines,Individual,2016-06-17,2016-01-10,3,75.15,25.05,316,1,1,1,111,5.75890177387728,1.3862943611198906,4.332705079341171,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102333,32,Female,Vietnam,NGO,2014-06-11,2016-05-27,9,242.05,26.89,178,2,5,4,254,5.187385805840755,2.302585092994046,5.493267183491464,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102334,61,Female,Vietnam,Individual,2015-07-06,2016-08-02,6,158.29,26.38,111,3,3,2,332,4.718498871295094,1.9459101490553132,5.070726440306547,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102335,47,Male,United States,NGO,2016-04-16,2016-06-05,7,247.37,35.34,169,2,4,4,244,5.135798437050262,2.0794415416798357,5.514919569818824,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102336,46,Female,Philippines,Individual,2016-06-02,2015-07-03,3,56.88,18.96,507,1,1,1,111,6.230481447578482,1.3862943611198906,4.058371901763283,3,At-Risk / Hibernating,#EF4444,"Re-engagement survey, emergency relief callouts, lower friction options."
102337,42,Male,Philippines,Individual,2015-10-19,2016-11-03,6,144.48,24.08,18,5,3,2,532,2.9444389791664403,1.9459101490553132,4.980038620118788,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
102338,61,Male,Cambodia,Individual,2016-10-21,2016-03-19,8,203.25,25.41,247,2,5,3,253,5.5134287461649825,2.1972245773362196,5.319344733740112,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102339,20,Male,United States,Individual,2016-08-18,2014-04-30,1,33.02,33.02,936,1,1,1,111,6.842683282238422,0.6931471805599453,3.5269485869677157,3,At-Risk / Hibernating,#EF4444,"Re-engagement survey, emergency relief callouts, lower friction options."
102340,22,Male,Costa Rica,Individual,2016-05-04,2016-07-18,8,357.94,44.74,126,3,5,5,355,4.844187086458591,2.1972245773362196,5.883155243601131,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102341,40,Female,Colombia,Individual,2015-11-18,2015-11-05,1,50.84,50.84,382,1,1,1,111,5.948034989180646,0.6931471805599453,3.9481620520440193,3,At-Risk / Hibernating,#EF4444,"Re-engagement survey, emergency relief callouts, lower friction options."
102342,38,Male,Philippines,Individual,2016-10-06,2016-04-05,7,267.27,38.18,230,2,4,4,244,5.442417710521793,2.0794415416798357,5.591993936047486,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102343,46,Male,Philippines,Individual,2014-01-19,2015-05-05,4,127.25,31.81,566,1,2,2,122,6.340359303727752,1.6094379124341003,4.853981484050879,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102344,57,Male,Nicaragua,Individual,2014-04-03,2016-06-06,5,294.87,58.97,168,2,2,4,224,5.1298987149230735,1.791759469228055,5.689920168663052,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102345,49,Male,Philippines,Individual,2015-06-08,2016-10-27,3,46.72,15.57,25,5,1,1,511,3.258096538021482,1.3862943611198906,3.8653505972297153,3,At-Risk / Hibernating,#EF4444,"Re-engagement survey, emergency relief callouts, lower friction options."
102346,31,Male,Pakistan,Individual,2015-11-19,2016-01-05,4,138.61,34.65,321,1,2,2,122,5.7745515455444085,1.6094379124341003,4.938852821000557,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102347,35,Male,Samoa,Individual,2016-07-14,2016-10-02,7,153.81,21.97,50,4,4,2,442,3.9318256327243257,2.0794415416798357,5.042198558552374,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
102348,57,Female,El Salvador,Individual,2015-11-27,2016-03-01,6,336.56,56.09,265,2,3,5,235,5.583496308781699,1.9459101490553132,5.8217432722897655,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102349,28,Male,El Salvador,Individual,2014-08-27,2016-09-07,9,183.17,20.35,75,4,5,3,453,4.330733340286331,2.302585092994046,5.215859244107515,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102350,44,Female,Philippines,Individual,2016-07-19,2016-07-26,8,194.31,24.29,118,3,5,3,353,4.77912349311153,2.1972245773362196,5.2745880398488,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102351,46,Male,Kenya,Individual,2014-03-27,2015-03-26,3,71.4,23.8,606,1,1,1,111,6.408528791059498,1.3862943611198906,4.282206299391671,3,At-Risk / Hibernating,#EF4444,"Re-engagement survey, emergency relief callouts, lower friction options."
102352,57,Female,Nigeria,Small Business,2014-04-08,2016-11-01,10,349.27,34.93,20,5,5,5,555,3.044522437723423,2.3978952727983707,5.858704285656805,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
102353,55,Female,El Salvador,Individual,2016-01-08,2016-10-07,8,263.21,32.9,45,4,5,4,454,3.828641396489095,2.1972245773362196,5.5767442414854775,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102354,42,Male,Philippines,Individual,2016-09-13,2016-09-09,10,441.7,44.17,73,4,5,5,455,4.30406509320417,2.3978952727983707,6.092892339738095,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102355,34,Male,Philippines,NGO,2015-05-31,2014-12-01,3,61.61,20.54,721,1,1,1,111,6.582025138892826,1.3862943611198906,4.136925009757219,3,At-Risk / Hibernating,#EF4444,"Re-engagement survey, emergency relief callouts, lower friction options."
102356,37,Female,Philippines,Individual,2014-05-19,2015-11-04,5,62.31,12.46,383,1,2,1,121,5.950642552587727,1.791759469228055,4.148043294556035,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102357,39,Male,Paraguay,Individual,2014-02-19,2016-04-16,5,179.2,35.84,219,2,2,3,223,5.393627546352362,1.791759469228055,5.194067345174237,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102358,29,Female,Tajikistan,Individual,2016-09-30,2015-11-27,2,61.84,30.92,360,1,1,1,111,5.8888779583328805,1.0986122886681098,4.14059181338742,3,At-Risk / Hibernating,#EF4444,"Re-engagement survey, emergency relief callouts, lower friction options."
102359,51,Male,Peru,Individual,2014-10-15,2016-09-16,6,114.46,19.08,66,4,3,2,432,4.204692619390966,1.9459101490553132,4.748924149632788,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102360,29,Male,Peru,Individual,2015-10-18,2016-11-12,5,218.01,43.6,9,5,2,4,524,2.302585092994046,1.791759469228055,5.389117390874476,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
102361,52,Female,Philippines,Individual,2014-12-02,2016-08-25,6,253.91,42.32,88,4,3,4,434,4.48863636973214,1.9459101490553132,5.54091054168356,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102362,57,Female,Peru,Individual,2014-08-09,2016-06-04,12,397.78,33.15,170,2,5,5,255,5.14166355650266,2.5649493574615367,5.988409886378753,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102363,68,Male,Philippines,Individual,2015-11-16,2016-03-25,7,217.86,31.12,241,2,4,4,244,5.488937726156687,2.0794415416798357,5.388432255990297,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102364,24,Female,Senegal,Individual,2016-01-28,2016-06-02,8,320.8,40.1,172,2,5,5,255,5.153291594497779,2.1972245773362196,5.773930234558283,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102365,58,Female,Philippines,Individual,2015-04-29,2016-08-19,5,180.5,36.1,94,4,2,3,423,4.553876891600541,1.791759469228055,5.201255653704905,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102366,22,Male,Uganda,Individual,2015-06-05,2016-11-12,6,140.75,23.46,9,5,3,2,532,2.302585092994046,1.9459101490553132,4.954064942607862,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
102367,35,Male,Philippines,Individual,2015-05-15,2016-03-03,2,89.01,44.5,263,2,1,1,211,5.575949103146316,1.0986122886681098,4.499920775268994,3,At-Risk / Hibernating,#EF4444,"Re-engagement survey, emergency relief callouts, lower friction options."
102368,27,Male,Guatemala,Individual,2015-08-30,2016-09-16,5,138.0,27.6,66,4,2,2,422,4.204692619390966,1.791759469228055,4.9344739331306915,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102369,26,Male,Philippines,Individual,2016-04-06,2016-10-17,4,149.97,37.49,35,5,2,2,522,3.58351893845611,1.6094379124341003,5.017081141579645,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
102370,27,Female,Senegal,Individual,2015-12-30,2016-11-16,6,343.12,57.19,5,5,3,5,535,1.791759469228055,1.9459101490553132,5.840990433753148,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
102371,20,Male,Philippines,Individual,2014-10-13,2016-09-03,6,290.63,48.44,79,4,3,4,434,4.382026634673881,1.9459101490553132,5.675485875501087,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102372,61,Male,Rwanda,NGO,2014-09-11,2016-08-02,5,172.4,34.48,111,3,2,3,323,4.718498871295094,1.791759469228055,5.155601064346442,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102373,21,Female,Paraguay,NGO,2015-11-21,2016-09-20,5,159.25,31.85,62,4,2,2,422,4.143134726391533,1.791759469228055,5.076735095800779,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102374,39,Female,Kenya,Individual,2015-10-24,2016-11-01,9,203.34,22.59,20,5,5,3,553,3.044522437723423,2.302585092994046,5.319785273163277,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
102375,55,Female,Philippines,Individual,2015-01-12,2015-12-25,4,162.32,40.58,332,1,2,2,122,5.808142489980444,1.6094379124341003,5.095711466451375,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102376,70,Female,El Salvador,Individual,2016-05-09,2016-08-27,8,242.11,30.26,86,4,5,4,454,4.465908118654584,2.1972245773362196,5.493514015811296,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102377,63,Male,Samoa,NGO,2015-03-05,2016-09-20,5,198.33,39.67,62,4,2,3,423,4.143134726391533,1.791759469228055,5.2949617427346745,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102378,25,Female,Indonesia,Individual,2014-12-11,2015-09-29,5,234.89,46.98,419,1,2,4,124,6.040254711277414,1.791759469228055,5.463365594671535,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102379,70,Male,Philippines,Individual,2015-07-24,2016-05-27,9,357.2,39.69,178,2,5,5,255,5.187385805840755,2.302585092994046,5.881091489626612,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102380,52,Male,El Salvador,Small Business,2014-07-17,2016-08-24,11,387.05,35.19,89,4,5,5,455,4.499809670330265,2.4849066497880004,5.961134197300148,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102381,27,Male,Kenya,Individual,2015-12-14,2016-08-01,7,280.12,40.02,112,3,4,4,344,4.727387818712341,2.0794415416798357,5.638781624438787,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102382,41,Female,Philippines,Small Business,2016-07-08,2016-07-11,8,203.51,25.44,133,3,5,3,353,4.897839799950911,2.1972245773362196,5.320616874042804,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102383,66,Female,Nicaragua,Individual,2016-08-26,2016-02-11,5,116.12,23.22,284,2,2,2,222,5.652489180268651,1.791759469228055,4.763199050213001,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102384,38,Male,Kenya,Individual,2015-04-03,2016-03-19,2,115.64,57.82,247,2,1,2,212,5.5134287461649825,1.0986122886681098,4.759092268260348,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102385,27,Female,Philippines,Small Business,2014-10-03,2016-02-10,5,133.12,26.62,285,2,2,2,222,5.655991810819852,1.791759469228055,4.898734921598028,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102386,64,Female,Tanzania,Individual,2015-05-07,2015-07-09,7,130.5,18.64,501,1,4,2,142,6.218600119691729,2.0794415416798357,4.879006851617819,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102387,68,Male,Mali,Individual,2014-04-17,2016-01-28,3,168.54,56.18,298,1,1,3,113,5.700443573390687,1.3862943611198906,5.13308888718026,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102388,69,Female,Honduras,Small Business,2015-11-16,2016-06-21,7,301.8,43.11,153,3,4,5,345,5.0369526024136295,2.0794415416798357,5.713072521563293,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102389,68,Male,Philippines,NGO,2015-03-16,2016-09-16,9,364.65,40.52,66,4,5,5,455,4.204692619390966,2.302585092994046,5.90167659171696,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102390,64,Other,Liberia,Individual,2014-05-06,2016-05-04,1,29.74,29.74,201,2,1,1,211,5.308267697401205,0.6931471805599453,3.4255647381104497,3,At-Risk / Hibernating,#EF4444,"Re-engagement survey, emergency relief callouts, lower friction options."
102391,42,Male,Colombia,Corporate,2015-07-15,2016-10-15,10,406.45,40.64,37,5,5,5,555,3.6375861597263857,2.3978952727983707,6.009918225766229,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102392,28,Male,Peru,Individual,2016-01-07,2016-11-14,9,496.35,55.15,7,5,5,5,555,2.0794415416798357,2.302585092994046,6.209294003598423,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
102393,50,Male,Philippines,Individual,2014-08-22,2016-05-19,6,113.88,18.98,186,2,3,2,232,5.231108616854587,1.9459101490553132,4.743888105299914,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102394,29,Male,Zimbabwe,NGO,2015-02-20,2016-07-29,5,263.1,52.62,115,3,2,4,324,4.7535901911063645,1.791759469228055,5.576327819303087,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102395,43,Female,Pakistan,Individual,2016-07-01,2016-09-28,8,231.73,28.97,54,4,5,4,454,4.007333185232471,2.1972245773362196,5.449878983356574,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102396,52,Female,Samoa,NGO,2015-12-29,2016-08-31,7,177.81,25.4,82,4,4,3,443,4.418840607796598,2.0794415416798357,5.186323789587112,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102397,68,Male,Paraguay,Individual,2016-03-29,2016-07-16,11,374.97,34.09,128,3,5,5,355,4.859812404361672,2.4849066497880004,5.929509352972682,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102398,33,Female,Kyrgyzstan,Individual,2015-04-06,2016-07-25,8,333.72,41.72,119,3,5,5,355,4.787491742782046,2.1972245773362196,5.813294361436504,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102399,31,Female,Nigeria,Individual,2015-05-22,2016-02-01,4,139.39,34.85,294,1,2,2,122,5.68697535633982,1.6094379124341003,4.944424263983859,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102400,56,Female,Senegal,Individual,2015-05-25,2016-02-28,3,215.06,71.69,267,2,1,3,213,5.5909869805108565,1.3862943611198906,5.375556146888839,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102401,18,Female,Philippines,Small Business,2015-04-07,2016-09-05,9,233.49,25.94,77,4,5,4,454,4.356708826689592,2.302585092994046,5.457412943053815,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102402,48,Male,Philippines,Individual,2014-05-29,2016-07-09,5,113.81,22.76,135,3,2,2,322,4.912654885736052,1.791759469228055,4.743278588105721,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102403,57,Male,Vietnam,Individual,2014-02-12,2016-07-14,6,174.21,29.04,130,3,3,3,333,4.875197323201151,1.9459101490553132,5.165985254498996,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102404,47,Female,Peru,Individual,2016-05-02,2015-02-16,4,159.39,39.85,644,1,2,2,122,6.4692503167957724,1.6094379124341003,5.077608349349287,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102405,38,Female,Colombia,Individual,2015-07-05,2016-05-16,8,179.94,22.49,189,2,5,3,253,5.247024072160486,2.1972245773362196,5.198165484597595,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102406,61,Female,Vietnam,Individual,2015-06-30,2015-10-10,7,194.95,27.85,408,1,4,3,143,6.013715156042802,2.0794415416798357,5.27785952464564,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102407,37,Female,Pakistan,Individual,2015-09-03,2016-10-09,7,157.15,22.45,43,4,4,2,442,3.784189633918261,2.0794415416798357,5.063543949751658,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
102408,55,Male,Guatemala,Individual,2015-02-27,2016-10-02,6,476.83,79.47,50,4,3,5,435,3.9318256327243257,1.9459101490553132,6.1692550206979515,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102409,42,Female,Kenya,Individual,2016-07-02,2016-05-15,6,319.02,53.17,190,2,3,5,235,5.25227342804663,1.9459101490553132,5.768383493840728,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102410,19,Male,Indonesia,Individual,2015-04-27,2016-07-02,7,314.6,44.94,142,3,4,5,345,4.962844630259907,2.0794415416798357,5.75447558897172,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102411,46,Male,Philippines,Individual,2015-05-29,2016-10-31,9,457.3,50.81,21,5,5,5,555,3.091042453358316,2.302585092994046,6.127523991515078,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
102412,20,Male,Nicaragua,Individual,2015-06-29,2015-10-30,5,226.35,45.27,388,1,2,4,124,5.963579343618446,1.791759469228055,5.426490680271019,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102413,67,Male,Sierra Leone,Individual,2014-06-11,2016-09-13,4,105.57,26.39,69,4,2,1,421,4.248495242049359,1.6094379124341003,4.668802046232865,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102414,49,Female,Kenya,Individual,2014-06-28,2016-10-26,3,182.23,60.74,26,5,1,3,513,3.295836866004329,1.3862943611198906,5.2107421942920835,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
102415,37,Male,Kenya,Individual,2014-07-04,2016-09-26,7,231.89,33.13,56,4,4,4,444,4.04305126783455,2.0794415416798357,5.450566239085699,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102416,43,Female,Kenya,Individual,2014-09-18,2016-08-31,6,179.59,29.93,82,4,3,3,433,4.418840607796598,1.9459101490553132,5.1962292684642515,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102417,50,Female,Pakistan,Small Business,2014-06-14,2016-06-26,6,176.97,29.5,148,3,3,3,333,5.003946305945459,1.9459101490553132,5.181614996761894,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102418,31,Female,El Salvador,Individual,2014-08-19,2016-10-27,7,208.85,29.84,25,5,4,3,543,3.258096538021482,2.0794415416798357,5.346392989779599,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
102419,33,Female,Philippines,Small Business,2016-08-19,2016-02-14,4,61.32,15.33,281,2,2,1,221,5.641907070938114,1.6094379124341003,4.132282401562493,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102420,40,Male,Sierra Leone,Individual,2015-01-05,2016-10-28,6,364.9,60.82,24,5,3,5,535,3.2188758248682006,1.9459101490553132,5.902360072025161,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
102421,31,Male,Philippines,Individual,2016-03-23,2016-05-11,6,196.17,32.7,194,2,3,3,233,5.272999558563747,1.9459101490553132,5.284066300778177,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102422,58,Male,Peru,Small Business,2015-02-08,2016-03-18,4,149.89,37.47,248,2,2,2,222,5.517452896464707,1.6094379124341003,5.01655109452556,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102423,23,Male,Colombia,Individual,2016-04-25,2014-08-02,2,88.48,44.24,842,1,1,1,111,6.736966958001855,1.0986122886681098,4.494015136621929,3,At-Risk / Hibernating,#EF4444,"Re-engagement survey, emergency relief callouts, lower friction options."
102424,61,Female,Philippines,Individual,2016-02-11,2015-10-15,5,236.49,47.3,403,1,2,4,124,6.0014148779611505,1.791759469228055,5.470125517325086,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102425,36,Male,Philippines,Individual,2016-05-11,2016-10-18,9,243.81,27.09,34,5,5,4,554,3.5553480614894135,2.302585092994046,5.500482399477049,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
102426,47,Male,Mongolia,Individual,2014-10-23,2016-09-17,7,227.69,32.53,65,4,4,4,444,4.189654742026425,2.0794415416798357,5.432367374668292,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102427,26,Male,Paraguay,Individual,2014-04-09,2016-10-09,9,231.04,25.67,43,4,5,4,454,3.784189633918261,2.302585092994046,5.4469097705978635,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
102428,38,Female,Philippines,Small Business,2014-11-13,2016-06-15,5,153.1,30.62,159,3,2,2,322,5.075173815233827,1.791759469228055,5.03760174232607,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102429,57,Female,Kyrgyzstan,Individual,2015-12-21,2016-04-02,9,307.02,34.11,233,2,5,5,255,5.455321115357702,2.302585092994046,5.73016471593032,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102430,32,Male,Peru,Individual,2015-11-02,2016-02-19,3,83.19,27.73,276,2,1,1,211,5.6240175061873385,1.3862943611198906,4.4330761493495725,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102431,25,Female,Philippines,Individual,2015-12-23,2015-12-05,9,242.31,26.92,352,1,5,4,154,5.8664680569332965,2.302585092994046,5.494336350465589,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102432,45,Female,Ecuador,Individual,2016-10-14,2016-09-04,7,332.4,47.49,78,4,4,5,445,4.3694478524670215,2.0794415416798357,5.809342970316694,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102433,26,Female,Peru,Small Business,2014-08-19,2016-04-08,7,215.83,30.83,227,2,4,3,243,5.429345628954441,2.0794415416798357,5.379113636376126,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102434,34,Male,Philippines,Individual,2015-04-01,2016-04-11,8,198.91,24.86,224,2,5,3,253,5.41610040220442,2.1972245773362196,5.2978672652676515,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102435,41,Female,Mexico,NGO,2015-05-18,2016-02-16,4,111.22,27.81,279,2,2,2,222,5.634789603169249,1.6094379124341003,4.720461230322826,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102436,47,Male,Kenya,Individual,2014-06-03,2016-05-15,4,109.76,27.44,190,2,2,2,222,5.25227342804663,1.6094379124341003,4.707365698302761,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102437,51,Male,Kenya,Individual,2015-11-10,2016-08-08,9,283.41,31.49,105,3,5,4,354,4.663439094112067,2.302585092994046,5.650416859054949,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102438,53,Female,Kenya,Individual,2014-02-20,2016-10-08,6,220.88,36.81,44,4,3,4,434,3.8066624897703196,1.9459101490553132,5.402136695187034,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
102439,62,Female,Armenia,Small Business,2016-07-08,2016-04-01,4,203.73,50.93,234,2,2,3,223,5.459585514144159,1.6094379124341003,5.321692037864487,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102440,21,Male,Vietnam,Individual,2014-04-02,2016-06-15,4,72.3,18.08,159,3,2,1,321,5.075173815233827,1.6094379124341003,4.294560608892605,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102441,37,Female,Jordan,Individual,2014-04-24,2016-09-13,5,168.72,33.74,69,4,2,3,423,4.248495242049359,1.791759469228055,5.134150020334124,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102442,18,Male,Philippines,NGO,2014-06-28,2016-09-25,6,153.18,25.53,57,4,3,2,432,4.060443010546419,1.9459101490553132,5.038120751031117,2,Champions,#10B981,"VIP invitations, early campaign access, donor advisory panel."
102443,18,Female,Guatemala,Individual,2016-07-03,2016-06-06,7,237.59,33.94,168,2,4,4,244,5.1298987149230735,2.0794415416798357,5.474746597637154,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102444,29,Other,Colombia,Individual,2016-06-01,2015-03-05,2,47.43,23.72,627,1,1,1,111,6.4425401664681985,1.0986122886681098,3.880119456415138,3,At-Risk / Hibernating,#EF4444,"Re-engagement survey, emergency relief callouts, lower friction options."
102445,49,Female,Kenya,Small Business,2016-08-03,2016-08-06,4,143.07,35.77,107,3,2,2,322,4.68213122712422,1.6094379124341003,4.970299292573381,1,Potential Loyalists,#F59E0B,"Targeted impact stories, donation match offers, multi-channel nudges."
102446,65,Female,Philippines,Individual,2016-05-03,2016-04-30,8,299.36,37.42,205,2,5,5,255,5.327876168789581,2.1972245773362196,5.7049817552316835,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
102447,58,Female,Rwanda,Individual,2016-08-04,2016-02-19,9,291.36,32.37,276,2,5,4,254,5.6240175061873385,2.302585092994046,5.677985919612191,0,Loyal Donors,#3B82F6,"Recurring monthly giving programs, impact newsletters, gratitude calls."
